Cierre,Semestre,Inflacion_Porc,Trimestre,Mes_del_Semestre,Morosidad_Porc,Var_mora_Porc,IPVU_Nom,IPVU_Real,TIB_Porc,BaseMonetaria_MMMCop,DepositosDelPublico_MMMCop,M1_MMMCop,M2_MMMCop,M3_MMMCop,IPC,InflaciónAnual_Porc,InflaciónMensualPorc,InflaciónAñoCorridoPorc,IndProdManufacturera,IPP_OfInt_Agricultura,IPP_OfInt_Minas,IPP_OfInt_Manufactura,IPP_OfertaInterna,ITCR_IPP_NoTrad,ITCR_IPC_NoTrad,ITCR_IPP_ComTotal,ITCR_IPC_ComTol,ITCR_Otros,ITCR_FMI,CuentaCorriente_MMUsd,Exportaciones_MMUsd,ImportacionesMMUsd,CuentaFinancieraMMUsd,IED_PetroleoMMUsd,IED_OtrosMMUsd,IED_AgroMMUsd,IED_MinasMMUsd,IED_ManufacturaMMUsd,IED_ElectricidadMMUsd,IED_ConstruccionMMUsd,IED_ComercioMMUsd,IED_TransporteMMUsd,IED_ServFinancierosMMUsd,IED_TelcosMMUsd,IED_TotalMMUsd,Min_TRM,Max_TRM,Ult_TRM,BFGCIngresosMMMCop,BFGCGastosMMMCop,BFGCInteresesMMMCop,BFGCNetoParcialMMMCop,BFGCFinanciamientoIntMMMCop,BFGCFinanciamientoExtMMMCop,PIBtrim_AgriculturaPorc,PIBtrim_MinasPorc,PIBtrim_ManufacturaPorc,PIBtrim_ComercioPorc,PIBtrim_ConstruccionPorc,PIBtrim_ServiciosPublicosPorc,PIBtrim_ServiciosFinancierosPorc,PIBtrim_OtrosPorc,PIBtrim_Subtotal_valAgregadoPorc,PIBtrim_NetoImpuestosPorc,PIBtrim_TotalPorc,PIBanual_AgriculturaPorc,PIBanual_MinasPorc,PIBanual_ManufacturaPorc,PIBanual_ComercioPorc,PIBanual_ConstruccionPorc,PIBanual_ServiciosPublicosPorc,PIBanual_ServiciosFinancierosPorc,PIBanual_OtrosPorc,PIBanual_Subtotal_valAgregadoPorc,PIBanual_NetoImpuestosPorc,PIBanual_TotalPorc,PetroleoWTIUltUsd,PetroleoWTIApertUsd,PetroleoWTIMaxUsd,PetroleoWTIMinUsd,PetroleoBrentUltUsd,PetroleoBrentApertUsd,PetroleoBrentMaxUsd,PetroleoBrentMinUsd,CafeBolsaUltUsd,CafeBolsaApertUsd,CafeBolsaMaxUsd,CafeBolsaMinUsd,GasUltUsd,GasApertUsd,GasMaxUsd,GasMinUsd,OroUltUsd,OroApertUsd,OroMaxUsd,OroMinUsd,AzucarUltUsd,AzucarApertUsd,AzucarMaxUsd,AzucarMinUsd,CafePrecioInternoCop
2016-03-31,1,7.98,1,3,3.133409845,2.391649439,1705.633928,126.7965544,6.50578872,79660.73365,369916.3376,96837.82359,386633.9793,419010.1405,91.18,7.98,0.94,3.55,152.8930108,119.69,96.29,110.59,111.22,125.97,136.02,126.69,136.44,133.22,139.3,-3524.789286,12091.10871,15615.89799,-3619.896271,433.1840022,4248.17652,56.52060236,-17.57071391,408.0894749,2413.646585,132.8917658,140.2007513,627.1539605,403.6563232,83.58777069,4681.360522,3022.35,3319.8,3022.35,9744.193647,12792.41923,1976.147251,-3048.225588,-1332.468186,4380.693773,17.44057952,-23.24810677,10.42572687,13.44853382,10.75942479,30.93511231,4.941601842,6.202818879,8.024412851,3.643998069,7.540714232,16.09973678,-24.23670253,8.431989821,11.79321726,6.077087597,14.28122473,7.027046538,6.868876801,6.251741332,6.712383148,6.293711395,38.34,33.9,41.9,33.37,39.6,36.6,42.54,35.95,127.45,114.3,136.4,111.35,1.959,1.707,2.028,1.611,1280.9,1304.0,1304.0,1269.7,15.35,14.4,16.75,14.12,799129.0323
2016-04-30,1,7.93,2,4,3.1804698,1.501876778,1757.098759,127.9769612,6.51165883,78240.13062,372261.729,96155.88016,389517.3652,421710.3655,91.63,7.93,0.5,4.07,177.0296856,121.51,96.58,109.86,110.86,121.44,130.11,122.15,130.53,128.31,134.29,-2794.41566,13653.90472,16448.32038,-3243.641239,941.6523147,2715.332318,70.14682731,4.358900836,552.5308004,566.1809701,166.2132373,239.2038578,326.7308952,680.5065185,109.460311,3656.984633,2851.14,3109.6,2851.14,13743.15467,14184.45249,2291.477991,-441.2978213,543.3274064,-102.0295851,21.04054625,-18.53577403,10.63680046,12.65150983,9.230182338,12.40067848,4.930313064,8.769825047,8.369087733,8.900145908,8.410984009,18.91611655,-22.89671652,10.01335431,12.65919405,6.623647209,18.96353866,6.438832227,6.982030741,7.278525683,7.471750289,7.296141559,45.92,38.14,46.78,35.24,48.13,40.14,48.5,37.27,120.85,127.35,130.0,119.05,2.178,1.963,2.195,1.872,1341.4,1341.4,1341.4,1341.4,16.16,15.4,16.23,14.0,756366.6667
2016-05-31,1,8.2,2,5,3.169801224,-0.335440266,1757.098759,127.9769612,7.25461417,78071.31097,374003.0077,93588.06169,389192.4585,421969.0697,92.1,8.2,0.51,4.6,155.4745513,124.11,98.98,110.11,111.52,119.98,128.34,120.74,128.82,127.53,133.31,-2794.41566,13653.90472,16448.32038,-3243.641239,941.6523147,2715.332318,70.14682731,4.358900836,552.5308004,566.1809701,166.2132373,239.2038578,326.7308952,680.5065185,109.460311,3656.984633,2833.78,3069.17,3069.17,13042.8428,12748.0927,2557.467315,294.7500988,-1866.853874,1572.103775,21.04054625,-18.53577403,10.63680046,12.65150983,9.230182338,12.40067848,4.930313064,8.769825047,8.369087733,8.900145908,8.410984009,18.91611655,-22.89671652,10.01335431,12.65919405,6.623647209,18.96353866,6.438832227,6.982030741,7.278525683,7.471750289,7.296141559,49.1,45.9,50.21,43.03,49.69,47.37,50.51,43.33,121.55,122.1,132.6,118.7,2.288,2.132,2.303,1.909,1269.3,1269.3,1269.3,1269.3,17.49,16.45,17.7,15.55,755322.5806
2016-06-30,1,8.6,2,6,3.022808448,-4.637286843,1757.098759,127.9769612,7.50286648,78494.97953,374259.0771,91080.8747,388485.951,421825.5038,92.54,8.6,0.48,5.1,155.1016107,126.01,100.63,110.53,112.18,119.38,127.39,120.3,127.99,128.33,133.12,-2794.41566,13653.90472,16448.32038,-3243.641239,941.6523147,2715.332318,70.14682731,4.358900836,552.5308004,566.1809701,166.2132373,239.2038578,326.7308952,680.5065185,109.460311,3656.984633,2897.53,3117.83,2916.15,13449.58079,15013.82166,1467.953759,-1564.24087,1820.368157,-256.1272868,21.04054625,-18.53577403,10.63680046,12.65150983,9.230182338,12.40067848,4.930313064,8.769825047,8.369087733,8.900145908,8.410984009,18.91611655,-22.89671652,10.01335431,12.65919405,6.623647209,18.96353866,6.438832227,6.982030741,7.278525683,7.471750289,7.296141559,48.33,48.82,51.67,45.83,49.68,49.65,52.86,46.69,144.1,121.5,146.05,120.85,2.924,2.287,2.974,2.277,1375.0,1375.0,1375.0,1375.0,20.15,17.37,20.94,17.15,794433.3333
2016-07-31,2,8.97,3,1,3.215662955,6.379977758,1786.582162,129.0827925,7.43132005,75189.69286,376958.9278,92154.17419,393806.4938,426678.9887,93.02,8.97,0.52,5.65,150.0785569,126.79,99.91,110.4,112.15,118.54,125.62,119.4,126.18,128.21,131.04,-3601.140763,13955.59781,17556.73858,-3525.417927,383.0030213,1860.870997,70.36561306,-43.07014046,528.0949159,539.7084307,164.3560539,72.11925137,66.10620238,448.9819749,14.20869545,2243.874019,2911.91,3091.78,3081.75,9727.028762,16232.07577,5884.586562,-6505.047012,6567.425831,-62.37881922,18.54668355,-17.74899441,3.362626115,11.2700757,17.39374224,10.47649967,4.766492402,5.837861609,6.840305521,-2.525411223,5.887448053,18.90138345,-21.66834248,8.519198184,12.53953807,11.42233662,20.20211201,5.510306136,5.846676517,7.357298938,3.44547734,6.995682861,41.6,48.38,49.35,40.57,42.46,49.9,50.75,41.8,146.2,143.45,153.05,139.05,2.876,2.931,2.998,2.625,1415.7,1402.8,1402.8,1402.8,19.05,20.38,21.1,18.71,835516.129
2016-08-31,2,8.1,3,2,3.226899661,0.349436676,1786.582162,129.0827925,7.75317895,76682.89949,381026.5748,92865.91855,395866.9863,430000.5452,92.73,8.1,-0.32,5.31,168.762992,117.75,97.33,110.52,110.94,120.24,126.54,121.06,127.08,129.6,132.46,-3601.140763,13955.59781,17556.73858,-3525.417927,383.0030213,1860.870997,70.36561306,-43.07014046,528.0949159,539.7084307,164.3560539,72.11925137,66.10620238,448.9819749,14.20869545,2243.874019,2867.37,3110.43,2933.82,6633.432065,13225.10851,2240.651064,-6591.676449,6852.180857,-260.5044078,18.54668355,-17.74899441,3.362626115,11.2700757,17.39374224,10.47649967,4.766492402,5.837861609,6.840305521,-2.525411223,5.887448053,18.90138345,-21.66834248,8.519198184,12.53953807,11.42233662,20.20211201,5.510306136,5.846676517,7.357298938,3.44547734,6.995682861,44.7,41.35,48.75,39.19,47.04,43.11,51.22,41.51,145.9,145.0,146.15,134.9,2.887,2.84,2.943,2.523,1367.9,1409.9,1410.7,1384.4,20.06,19.09,20.94,18.73,794032.2581
2016-09-30,2,7.27,3,3,3.20986717,-0.527828354,1786.582162,129.0827925,7.75697547,75521.12006,383013.941,92855.91292,398609.3816,431979.4332,92.68,7.27,-0.05,5.25,172.1356732,116.14,97.44,110.33,110.58,118.71,124.28,119.6,124.9,127.49,130.16,-3601.140763,13955.59781,17556.73858,-3525.417927,383.0030213,1860.870997,70.36561306,-43.07014046,528.0949159,539.7084307,164.3560539,72.11925137,66.10620238,448.9819749,14.20869545,2243.874019,2840.38,2986.36,2879.95,13088.8505,12971.49566,2743.018004,117.3548369,196.6712997,-314.0261365,18.54668355,-17.74899441,3.362626115,11.2700757,17.39374224,10.47649967,4.766492402,5.837861609,6.840305521,-2.525411223,5.887448053,18.90138345,-21.66834248,8.519198184,12.53953807,11.42233662,20.20211201,5.510306136,5.846676517,7.357298938,3.44547734,6.995682861,48.24,44.85,48.32,42.55,49.06,46.98,50.14,45.09,151.55,150.75,160.9,147.0,2.906,2.879,3.098,2.665,1370.4,1386.7,1386.7,1378.0,22.53,20.03,23.6,19.53,860866.6667
2016-10-31,2,6.48,4,4,3.322953507,3.523084647,1783.282903,128.818215,7.75014468,77545.7539,381021.3121,89592.49046,394557.7177,428750.4611,92.62,6.48,-0.06,5.19,161.0751641,115.84,101.29,110.29,110.66,118.71,125.02,119.55,125.53,129.05,130.51,-2666.210711,15047.00163,17713.21234,-1950.418281,628.401834,2647.316713,94.51254434,-120.732673,355.0560038,141.0607594,149.5732993,455.7832653,338.2014735,1107.369795,126.4922454,3275.718547,2880.08,2967.66,2967.66,7038.088253,11789.18759,1154.450055,-4751.099336,4854.049534,-102.9501983,17.47153547,4.729269574,2.425539921,9.337207828,6.315189619,-0.138869546,6.187042073,10.9491785,8.099381559,2.003235586,7.619141364,18.57908736,-13.91647595,6.450610789,11.55404981,10.82491989,12.29724786,5.212349671,8.09441181,7.826507132,2.581289026,7.343182236,46.86,48.04,51.93,46.63,48.3,50.02,53.73,47.98,164.15,151.1,166.9,145.2,3.026,2.905,3.366,2.627,1333.7,1333.7,1333.7,1333.7,21.57,22.8,23.9,21.55,914612.9032
2016-11-30,2,5.96,4,5,3.340160398,0.517819207,1783.282903,128.818215,7.76925769,76174.0702,382755.9993,92606.55568,397059.4863,430857.3306,92.73,5.96,0.11,5.31,164.4993792,115.83,105.27,111.47,111.8,122.87,130.58,123.89,131.26,134.79,135.81,-2666.210711,15047.00163,17713.21234,-1950.418281,628.401834,2647.316713,94.51254434,-120.732673,355.0560038,141.0607594,149.5732993,455.7832653,338.2014735,1107.369795,126.4922454,3275.718547,2984.78,3187.97,3165.09,10193.19091,15040.3348,1407.246024,-4847.143896,3077.468138,1769.675758,17.47153547,4.729269574,2.425539921,9.337207828,6.315189619,-0.138869546,6.187042073,10.9491785,8.099381559,2.003235586,7.619141364,18.57908736,-13.91647595,6.450610789,11.55404981,10.82491989,12.29724786,5.212349671,8.09441181,7.826507132,2.581289026,7.343182236,49.44,46.77,49.9,42.2,50.47,48.72,50.49,43.57,147.5,163.25,176.0,147.4,3.352,2.979,3.367,2.546,1238.4,1334.0,1334.0,1334.0,19.81,21.52,22.59,19.5,1007533.333
2016-12-31,2,5.75,4,6,3.103824514,-7.075584904,1783.282903,128.818215,7.50880871,77203.23382,389793.2749,95333.1018,406626.5766,441322.6532,93.11,5.75,0.42,5.75,162.0847565,115.7,102.43,111.09,111.34,120.23,125.22,121.22,125.89,129.61,130.62,-2666.210711,15047.00163,17713.21234,-1950.418281,628.401834,2647.316713,94.51254434,-120.732673,355.0560038,141.0607594,149.5732993,455.7832653,338.2014735,1107.369795,126.4922454,3275.718547,2964.56,3085.6,3000.71,10779.16486,14404.54496,591.2286573,-3625.380095,-382.8514967,4008.231591,17.47153547,4.729269574,2.425539921,9.337207828,6.315189619,-0.138869546,6.187042073,10.9491785,8.099381559,2.003235586,7.619141364,18.57908736,-13.91647595,6.450610789,11.55404981,10.82491989,12.29724786,5.212349671,8.09441181,7.826507132,2.581289026,7.343182236,53.72,49.07,54.51,48.98,56.82,51.72,57.89,51.51,137.05,147.65,147.9,132.85,3.724,3.348,3.994,3.242,1234.5,1236.7,1239.0,1236.7,19.51,19.88,19.99,17.84,860806.4516
2017-01-31,1,5.47,1,1,3.662236105,17.99108128,1805.551215,127.5837946,7.50166876,84598.15178,389713.5374,102042.8329,408241.8438,445140.0783,94.07,5.47,1.02,1.02,142.6675667,117.5,103.04,111.24,111.74,120.71,122.19,121.5,122.83,127.12,127.75,-3489.520097,14430.25953,17919.77962,-2986.424468,431.3719958,2027.738934,59.17614784,88.68352842,782.1157206,102.5541185,140.7539357,168.7902641,177.20116,445.3820194,63.08203938,2459.11093,2908.53,3000.71,2936.66,13570.34703,13827.78372,921.0649721,-257.4366851,-2733.228617,2990.665302,9.75006099,19.86820825,0.718774082,7.507989705,3.288328617,-1.03889153,7.150744775,8.189856834,6.784147655,7.939686577,6.907122259,16.50063848,-4.695752913,4.163376908,10.10413636,8.989795447,4.775870414,5.770481234,8.526163394,7.527415957,3.832167359,7.189407808,52.81,54.2,55.24,50.71,55.7,57.05,58.37,53.58,149.55,137.8,156.95,134.4,3.117,3.568,3.568,3.098,1291.8,1232.4,1299.6,1232.4,20.45,19.63,21.38,19.58,883225.8065
2017-02-28,1,5.18,1,2,3.723995281,1.686378884,1805.551215,127.5837946,7.20037623,76164.971,391257.7649,95069.78826,404201.3264,441885.543,95.01,5.18,1.01,2.04,151.1840237,116.34,102.24,111.17,111.5,119.6,119.66,120.29,120.17,125.0,125.86,-3489.520097,14430.25953,17919.77962,-2986.424468,431.3719958,2027.738934,59.17614784,88.68352842,782.1157206,102.5541185,140.7539357,168.7902641,177.20116,445.3820194,63.08203938,2459.11093,2851.98,2921.9,2896.27,6944.105155,13365.02518,1658.196785,-6420.920022,6610.398131,-189.4781089,9.75006099,19.86820825,0.718774082,7.507989705,3.288328617,-1.03889153,7.150744775,8.189856834,6.784147655,7.939686577,6.907122259,16.50063848,-4.695752913,4.163376908,10.10413636,8.989795447,4.775870414,5.770481234,8.526163394,7.527415957,3.832167359,7.189407808,54.01,52.76,54.94,51.22,55.59,55.55,57.45,54.44,140.7,149.55,151.7,138.6,2.774,3.134,3.228,2.522,1334.3,1289.0,1323.9,1289.0,19.31,20.5,21.49,19.05,859285.7143
2017-03-31,1,4.69,1,3,3.87395459,4.026839381,1805.551215,127.5837946,7.004009,75510.3183,397081.1364,96508.39183,410070.2295,445932.1125,95.46,4.69,0.47,2.52,160.7135984,117.57,101.6,111.41,111.83,121.77,122.5,122.34,122.79,127.65,128.98,-3489.520097,14430.25953,17919.77962,-2986.424468,431.3719958,2027.738934,59.17614784,88.68352842,782.1157206,102.5541185,140.7539357,168.7902641,177.20116,445.3820194,63.08203938,2459.11093,2880.24,3004.43,2880.24,10040.81998,14089.0779,2349.721544,-4048.257913,4319.125893,-270.8679804,9.75006099,19.86820825,0.718774082,7.507989705,3.288328617,-1.03889153,7.150744775,8.189856834,6.784147655,7.939686577,6.907122259,16.50063848,-4.695752913,4.163376908,10.10413636,8.989795447,4.775870414,5.770481234,8.526163394,7.527415957,3.832167359,7.189407808,50.6,53.95,54.44,47.01,52.83,56.45,57.05,49.71,139.3,140.2,144.7,136.2,3.19,2.77,3.242,2.73,1329.8,1307.6,1344.0,1294.0,16.76,19.31,19.84,16.58,850064.5161
2017-04-30,1,4.66,2,4,4.080500526,5.331656113,1880.673453,131.1360215,6.97226695,80158.65841,396941.9829,93478.90211,408947.3661,445723.52,95.91,4.66,0.47,3.0,164.1802572,117.1,102.92,110.77,111.29,119.93,119.94,120.57,120.22,124.55,126.57,-2425.554703,15130.54195,17556.09665,-2624.604513,996.5312615,1495.635482,54.32971422,381.346456,911.0676417,168.4544141,-132.2037692,152.8122701,-179.679993,-20.83000431,160.338752,2492.166743,2837.9,2947.85,2947.85,14533.57242,12907.06139,2671.796438,1626.511029,-1554.982524,-71.52850583,2.193618169,12.98331945,-4.283576662,7.45926861,2.07958176,9.571824475,9.543828065,8.513703345,5.925748601,9.62183494,6.21865618,11.83955448,3.215253427,0.562409901,8.872723647,7.084692807,4.308489766,6.931769218,8.466691442,6.92904365,4.076925648,6.668596548,49.33,50.69,53.76,48.2,51.73,53.62,56.65,50.45,131.05,138.8,143.7,126.7,3.276,3.217,3.347,3.022,1347.1,1333.1,1378.0,1333.1,16.04,16.93,17.18,15.12,804900.0
2017-05-31,1,4.37,2,5,4.144238749,1.562019721,1880.673453,131.1360215,6.26,77101.15369,402278.2769,91556.36897,410771.0557,450217.7374,96.12,4.37,0.23,3.23,155.0921973,116.11,102.05,111.02,111.33,121.57,122.04,122.32,122.37,126.08,128.97,-2425.554703,15130.54195,17556.09665,-2624.604513,996.5312615,1495.635482,54.32971422,381.346456,911.0676417,168.4544141,-132.2037692,152.8122701,-179.679993,-20.83000431,160.338752,2492.166743,2873.22,2967.44,2920.42,14294.90092,14348.23016,2979.359606,-53.32923461,391.590456,-338.2612214,2.193618169,12.98331945,-4.283576662,7.45926861,2.07958176,9.571824475,9.543828065,8.513703345,5.925748601,9.62183494,6.21865618,11.83955448,3.215253427,0.562409901,8.872723647,7.084692807,4.308489766,6.931769218,8.466691442,6.92904365,4.076925648,6.668596548,48.32,49.17,52.0,43.76,50.31,51.88,54.67,46.64,129.35,134.65,135.0,127.15,3.071,3.249,3.431,3.061,1348.5,1326.9,1340.0,1303.2,14.87,16.2,16.59,14.73,802516.129
2017-06-30,1,3.99,2,6,4.152663799,0.203295476,1880.673453,131.1360215,6.25633506,76471.86801,397017.1709,91224.40057,410754.58,446001.7067,96.23,3.99,0.11,3.35,153.1401416,115.76,98.25,111.16,111.24,122.27,122.93,123.32,123.51,127.23,131.02,-2425.554703,15130.54195,17556.09665,-2624.604513,996.5312615,1495.635482,54.32971422,381.346456,911.0676417,168.4544141,-132.2037692,152.8122701,-179.679993,-20.83000431,160.338752,2492.166743,2893.76,3053.9,3038.26,13558.12386,16999.13303,2199.28753,-3441.009172,3454.945411,-13.9362391,2.193618169,12.98331945,-4.283576662,7.45926861,2.07958176,9.571824475,9.543828065,8.513703345,5.925748601,9.62183494,6.21865618,11.83955448,3.215253427,0.562409901,8.872723647,7.084692807,4.308489766,6.931769218,8.466691442,6.92904365,4.076925648,6.668596548,46.04,48.63,49.17,42.05,47.92,51.17,51.45,44.35,124.05,129.5,130.0,113.0,3.035,3.08,3.128,2.855,1314.0,1342.8,1342.8,1313.7,13.68,15.0,15.01,12.53,783400.0
2017-07-31,2,3.4,3,1,4.284332516,3.170704968,1910.49927,132.9079904,5.49017316,78097.89271,403301.5539,93055.39155,415075.5997,452546.8183,96.18,3.4,-0.05,3.3,160.3819529,115.49,104.3,111.59,111.81,125.9,127.51,126.96,128.04,132.34,135.36,-2560.646492,15881.98318,18442.62968,-2379.37918,408.0091163,4548.694391,48.80248116,179.7293014,389.2247866,112.9420701,157.2497396,129.7055592,2879.14196,579.2219826,72.67651024,4956.703507,2995.23,3092.65,2995.23,11387.4371,17811.47364,5591.310916,-6424.036542,6509.558213,-85.52167152,2.093421611,15.37695401,-0.481816155,7.122809356,-3.237503641,10.80638081,9.445565981,7.781808962,5.862053753,17.172938,6.921381654,7.584011117,12.79798797,-0.401441583,7.870513155,1.976909208,4.53197717,8.098711006,8.925038615,6.675528589,9.466934766,6.925009304,50.17,46.28,50.41,43.65,52.65,48.95,52.92,46.11,139.25,126.25,139.35,125.0,2.794,2.949,3.114,2.781,1340.7,1289.9,1323.6,1282.3,14.91,13.67,14.99,13.21,849322.5806
2017-08-31,2,3.87,3,2,4.319413606,0.818822763,1910.49927,132.9079904,5.52189627,78052.23274,406136.9575,94466.79563,418156.3358,455912.0346,96.32,3.87,0.14,3.44,164.1476809,115.91,109.14,111.51,112.0,124.11,125.67,125.18,126.26,130.31,133.72,-2560.646492,15881.98318,18442.62968,-2379.37918,408.0091163,4548.694391,48.80248116,179.7293014,389.2247866,112.9420701,157.2497396,129.7055592,2879.14196,579.2219826,72.67651024,4956.703507,2933.96,3011.14,2937.09,11697.55237,13120.85286,2608.726002,-1423.300483,-3968.082937,5391.38342,2.093421611,15.37695401,-0.481816155,7.122809356,-3.237503641,10.80638081,9.445565981,7.781808962,5.862053753,17.172938,6.921381654,7.584011117,12.79798797,-0.401441583,7.870513155,1.976909208,4.53197717,8.098711006,8.925038615,6.675528589,9.466934766,6.925009304,47.23,50.21,50.43,45.58,52.38,52.7,53.64,50.0,128.15,139.25,143.75,125.5,3.04,2.81,3.045,2.753,1388.5,1326.4,1393.7,1326.4,14.4,14.91,15.16,12.92,851903.2258
2017-09-30,2,3.97,3,3,4.36505855,1.056739354,1910.49927,132.9079904,5.26190685,78773.34384,402488.3336,93627.84846,416699.1834,453111.7446,96.36,3.97,0.04,3.49,168.308369,114.51,112.12,111.44,111.88,123.31,124.22,124.3,124.74,128.18,132.02,-2560.646492,15881.98318,18442.62968,-2379.37918,408.0091163,4548.694391,48.80248116,179.7293014,389.2247866,112.9420701,157.2497396,129.7055592,2879.14196,579.2219826,72.67651024,4956.703507,2893.18,2948.09,2936.67,18430.2592,16222.19725,2948.048763,2208.06195,-1957.214008,-250.8479419,2.093421611,15.37695401,-0.481816155,7.122809356,-3.237503641,10.80638081,9.445565981,7.781808962,5.862053753,17.172938,6.921381654,7.584011117,12.79798797,-0.401441583,7.870513155,1.976909208,4.53197717,8.098711006,8.925038615,6.675528589,9.466934766,6.925009304,51.67,47.08,52.86,46.56,57.54,52.84,59.49,51.99,128.05,128.9,141.35,125.95,3.007,3.027,3.166,2.885,1357.6,1406.6,1406.6,1367.3,13.54,14.25,14.58,13.01,813762.5
2017-10-31,2,4.05,4,4,4.375143808,0.231045193,1917.484415,132.922709,5.02279024,79364.25718,402203.7347,93306.61209,414830.7916,452180.2928,96.37,4.05,0.02,3.5,160.6895872,115.21,115.15,111.56,112.19,123.61,125.13,124.65,125.68,129.04,132.06,-1448.637116,17212.28864,18660.92576,-1634.507877,1270.376436,2522.522829,51.56223316,369.2457022,285.624682,28.60160226,132.4815742,242.7831335,417.6853536,904.1251009,90.41344742,3792.899265,2921.92,3011.44,3011.44,7512.19693,10418.69878,1079.601442,-2906.501852,2943.774374,-37.27252248,-1.027145232,15.90436307,-0.44728558,5.288076422,-0.728786854,12.27360538,10.39925033,8.21910733,5.961190745,9.599277967,6.232835098,3.066678349,15.94916949,-1.133432493,6.786610126,0.231636222,7.837387779,9.154398058,8.175547974,6.11728294,11.17757648,6.562882764,54.38,51.64,54.85,49.1,61.37,56.73,61.41,55.06,125.1,127.8,132.7,122.85,2.896,3.018,3.036,2.723,1347.7,1353.3,1382.0,1351.7,14.74,14.1,14.82,13.83,776919.3548
2017-11-30,2,4.12,4,5,4.439925351,1.480672324,1917.484415,132.922709,4.75334441,78911.28714,405336.6626,94845.19343,417643.2651,455392.8273,96.55,4.12,0.18,3.69,164.2862041,116.2,125.79,112.16,113.26,125.57,127.95,126.54,128.38,131.06,134.32,-1448.637116,17212.28864,18660.92576,-1634.507877,1270.376436,2522.522829,51.56223316,369.2457022,285.624682,28.60160226,132.4815742,242.7831335,417.6853536,904.1251009,90.41344742,3792.899265,2976.39,3055.57,3006.09,11796.18261,18320.64327,877.2916445,-6524.460658,6865.92648,-341.4658218,-1.027145232,15.90436307,-0.44728558,5.288076422,-0.728786854,12.27360538,10.39925033,8.21910733,5.961190745,9.599277967,6.232835098,3.066678349,15.94916949,-1.133432493,6.786610126,0.231636222,7.837387779,9.154398058,8.175547974,6.11728294,11.17757648,6.562882764,57.4,54.65,59.05,53.89,63.57,61.07,64.65,60.0,126.3,124.7,130.3,121.15,3.025,2.906,3.231,2.797,1357.3,1382.0,1382.0,1382.0,15.08,14.72,15.49,14.15,784504.1667
2017-12-31,2,4.09,4,6,4.255992732,-4.142696202,1917.484415,132.922709,4.71696095,81474.1755,413130.094,98064.98117,428394.5864,466984.1242,96.92,4.09,0.38,4.09,160.2493528,116.42,126.22,112.29,113.41,125.9,127.26,126.64,127.5,129.85,133.47,-1448.637116,17212.28864,18660.92576,-1634.507877,1270.376436,2522.522829,51.56223316,369.2457022,285.624682,28.60160226,132.4815742,242.7831335,417.6853536,904.1251009,90.41344742,3792.899265,2962.14,3029.75,2984.0,10296.94767,16268.26809,732.5405784,-5971.320418,5307.261056,664.0593619,-1.027145232,15.90436307,-0.44728558,5.288076422,-0.728786854,12.27360538,10.39925033,8.21910733,5.961190745,9.599277967,6.232835098,3.066678349,15.94916949,-1.133432493,6.786610126,0.231636222,7.837387779,9.154398058,8.175547974,6.11728294,11.17757648,6.562882764,60.42,57.42,60.51,55.82,66.87,62.74,67.1,61.13,126.2,126.95,128.0,116.9,2.953,3.032,3.127,2.568,1391.9,1327.6,1372.1,1327.6,15.16,15.06,15.21,13.64,757967.7419
2018-01-31,1,3.68,1,1,4.523998677,6.297142914,1931.860809,131.8934715,4.51286015,88811.33965,418158.4861,108538.7426,437122.9746,477656.4461,97.53,3.68,0.63,0.63,142.927637,117.16,127.54,111.99,113.31,125.45,123.37,125.96,123.57,125.26,129.85,-3022.549447,16147.12065,19169.6701,-2876.33811,482.9517387,1499.372482,32.25119414,273.7222461,167.2868466,64.64578275,137.2704397,223.755172,26.93829239,482.3318304,91.17067803,1982.324221,2783.13,2984.0,2844.14,15455.59673,10280.05811,710.6212466,5175.538626,-6263.286502,1087.747876,1.859728427,20.92356904,0.082930017,7.077579712,0.92587668,9.709712454,8.283809788,7.383399708,6.420277707,8.917295484,6.688581616,1.248922191,16.37954606,-1.280994603,6.692484275,-0.295195062,10.63093374,9.411659638,7.990824765,6.039364491,11.3994848,6.514303778,64.73,60.2,66.66,60.1,69.05,66.55,71.28,66.24,121.85,126.0,131.35,119.6,2.995,3.03,3.661,2.746,1439.4,1399.0,1399.0,1398.0,13.23,15.08,15.37,13.02,763903.2258
